age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
21.0, Private,138768.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,0
54.0, Private,37289.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,55.0, United-States,1
22.0, ?,175586.0, HS-grad,9.0, Never-married, ?, Unmarried, Black, Female,0.0,0.0,35.0, United-States,0
25.0, Private,195481.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
38.0, Private,283293.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,0
38.0, Self-emp-not-inc,122493.0, 10th,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States,1
33.0, Self-emp-not-inc,196342.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,1
38.0, Federal-gov,115433.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688.0,0.0,33.0, United-States,1
59.0, Local-gov,165695.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
55.0, Private,204751.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,65.0, United-States,0
18.0, Private,74054.0, 11th,7.0, Never-married, Sales, Own-child, Other, Female,0.0,0.0,20.0, ?,0
71.0, ?,193863.0, 7th-8th,4.0, Widowed, ?, Other-relative, White, Female,0.0,0.0,16.0, Poland,0
21.0, Local-gov,193130.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
31.0, State-gov,193565.0, Masters,14.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
40.0, Private,48612.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,35.0, United-States,0
34.0, Private,204991.0, Some-college,10.0, Divorced, Exec-managerial, Own-child, White, Male,0.0,0.0,44.0, United-States,0
47.0, Private,197702.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
45.0, Private,51744.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,42.0, United-States,0
38.0, State-gov,108293.0, Masters,14.0, Never-married, Prof-specialty, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
69.0, Private,88566.0, 9th,5.0, Married-civ-spouse, Other-service, Husband, White, Male,1424.0,0.0,35.0, United-States,0
34.0, Private,202450.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,1
43.0, Local-gov,231964.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
74.0, Private,161387.0, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,16.0, United-States,0
31.0, State-gov,181824.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1902.0,35.0, United-States,1
22.0, State-gov,201569.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,20.0, United-States,0
28.0, Private,156300.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,45.0, United-States,0
53.0, Private,366957.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999.0,0.0,50.0, India,1
49.0, Private,224393.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,1
49.0, ?,189885.0, HS-grad,9.0, Widowed, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
56.0, Self-emp-not-inc,110238.0, Bachelors,13.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
47.0, Private,173938.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,57.0, United-States,1
23.0, Private,274424.0, 11th,7.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
57.0, Private,191318.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
40.0, Private,182302.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
33.0, Local-gov,120064.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
49.0, Private,133917.0, Assoc-voc,11.0, Never-married, Sales, Other-relative, Black, Male,0.0,0.0,40.0, ?,0
54.0, Private,343242.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States,1
36.0, Private,49837.0, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
57.0, Private,245193.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1
35.0, Private,199288.0, 11th,7.0, Separated, Transport-moving, Not-in-family, White, Male,0.0,0.0,90.0, United-States,0
38.0, Private,22245.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1
24.0, Private,97212.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,0
47.0, Private,121124.0, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
41.0, Federal-gov,564135.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
22.0, Local-gov,211129.0, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,10.0, ?,0
25.0, Private,427744.0, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
35.0, Private,276552.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
61.0, Private,193479.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,24.0, United-States,0
38.0, Self-emp-not-inc,176657.0, Some-college,10.0, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,60.0, Japan,0
33.0, Private,174201.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
35.0, Self-emp-not-inc,168475.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,1
37.0, Self-emp-not-inc,338320.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
43.0, Private,223277.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
42.0, Federal-gov,126320.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,0
33.0, Private,185480.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
34.0, Private,167893.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,64.0, United-States,1
54.0, Self-emp-not-inc,83311.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30.0, United-States,1
45.0, Private,174794.0, Bachelors,13.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,56.0, Germany,0
34.0, State-gov,221966.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
26.0, Private,205109.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
52.0, Private,208630.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,1741.0,38.0, United-States,0
44.0, Private,313022.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, United-States,1
35.0, Private,152375.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
34.0, Private,81223.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,48.0, United-States,0
28.0, Private,190525.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,46.0, United-States,1
19.0, Private,293928.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,0
36.0, Private,240323.0, HS-grad,9.0, Separated, Sales, Unmarried, Black, Female,0.0,0.0,17.0, United-States,0
52.0, Local-gov,392668.0, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,1
52.0, Private,302847.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0, Private,33374.0, 11th,7.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
20.0, ?,41183.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States,0
47.0, Private,131002.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
59.0, Private,157932.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
38.0, Private,234962.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2829.0,0.0,30.0, Mexico,0
47.0, Local-gov,37672.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0, United-States,0
45.0, Private,197038.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
23.0, Private,194723.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
49.0, Private,298659.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,15.0, Mexico,0
28.0, Local-gov,84657.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
50.0, Private,195690.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States,0
23.0, Private,56774.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
22.0, Private,233955.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,14344.0,0.0,40.0, United-States,1
63.0, Private,34098.0, 10th,6.0, Widowed, Farming-fishing, Unmarried, White, Female,0.0,0.0,56.0, United-States,0
27.0, Private,187392.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
47.0, Private,296066.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
67.0, ?,63552.0, 7th-8th,4.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
18.0, Private,138557.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
46.0, Private,83064.0, Assoc-acdm,12.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,1
39.0, Private,219483.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013.0,0.0,32.0, United-States,0
63.0, Private,181828.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, ?,0
61.0, Self-emp-not-inc,224784.0, Assoc-acdm,12.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0.0,0.0,90.0, United-States,0
51.0, Private,410114.0, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
63.0, Self-emp-not-inc,168048.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30.0, United-States,0
32.0, Private,313729.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
30.0, Private,115963.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
25.0, Private,154863.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Male,0.0,0.0,35.0, United-States,0
28.0, Private,132686.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,0
37.0, Private,60313.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
42.0, State-gov,333530.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,1
27.0, Private,207352.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India,1
21.0, Private,211301.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,8.0, United-States,0
53.0, Private,171924.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,14344.0,0.0,55.0, United-States,1
52.0, Private,74275.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,45.0, United-States,1
42.0, Private,201785.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
53.0, Private,126592.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688.0,0.0,40.0, United-States,1
44.0, Private,228057.0, HS-grad,9.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, Puerto-Rico,0
31.0, Self-emp-not-inc,81030.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
23.0, Private,210474.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,0
26.0, Private,197967.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,65.0, United-States,0
67.0, Self-emp-inc,112318.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
37.0, Private,213726.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,0
27.0, Private,472070.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
41.0, State-gov,227734.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464.0,0.0,40.0, United-States,0
23.0, Private,203715.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,0
47.0, ?,186805.0, HS-grad,9.0, Married-civ-spouse, ?, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
22.0, Private,71379.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
53.0, Private,223660.0, HS-grad,9.0, Widowed, Machine-op-inspct, Not-in-family, White, Male,6849.0,0.0,40.0, United-States,0
20.0, Private,104164.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
33.0, Self-emp-not-inc,327902.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,0
50.0, Private,321770.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
36.0, Local-gov,117312.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,0.0,40.0, United-States,0
30.0, Private,56121.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
29.0, State-gov,271012.0, 10th,6.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
25.0, State-gov,143062.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
25.0, Private,135845.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
19.0, ?,425447.0, HS-grad,9.0, Never-married, ?, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
17.0, Private,295991.0, 10th,6.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,0
39.0, Private,30916.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
78.0, Self-emp-inc,188044.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2392.0,40.0, United-States,1
37.0, Private,295127.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
45.0, Private,126889.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,60.0, United-States,1
57.0, Private,279636.0, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
30.0, Private,205152.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
49.0, Local-gov,34021.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,50.0, United-States,0
47.0, Private,176239.0, Some-college,10.0, Widowed, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
30.0, Self-emp-not-inc,164190.0, Prof-school,15.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,347153.0, Some-college,10.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
38.0, Private,48093.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
34.0, Local-gov,220066.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
68.0, Private,194746.0, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, Cuba,0
55.0, Private,277034.0, Some-college,10.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
50.0, Federal-gov,69345.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,0
33.0, Private,112941.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,1
52.0, Private,284329.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,1
63.0, Self-emp-not-inc,179400.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2290.0,0.0,20.0, United-States,0
33.0, Private,121195.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0.0,0.0,50.0, United-States,0
47.0, Self-emp-not-inc,185673.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
52.0, Private,169549.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
48.0, Private,202467.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1485.0,40.0, United-States,1
33.0, State-gov,332379.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
22.0, Private,298489.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
30.0, Private,302149.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India,0
58.0, Private,182123.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,44.0, United-States,0
49.0, Local-gov,276247.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,0
53.0, Local-gov,176557.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
33.0, Federal-gov,78307.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
51.0, Self-emp-not-inc,276456.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,3103.0,0.0,30.0, United-States,1
41.0, Private,253060.0, Prof-school,15.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,0
49.0, Self-emp-inc,362795.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Male,99999.0,0.0,80.0, Mexico,1
28.0, Private,249571.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
56.0, Private,136472.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,48.0, United-States,0
42.0, ?,116632.0, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,60.0, United-States,0
25.0, Private,243560.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, Columbia,0
44.0, Private,110355.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
23.0, Private,203924.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
33.0, Private,391114.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
39.0, State-gov,267581.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
72.0, Private,38360.0, HS-grad,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,16.0, United-States,0
56.0, Private,53366.0, 7th-8th,4.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
35.0, ?,451940.0, HS-grad,9.0, Never-married, ?, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
41.0, Private,90021.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, ?,0
40.0, Private,235371.0, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
21.0, Private,182823.0, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,30.0, United-States,0
48.0, ?,63466.0, HS-grad,9.0, Married-spouse-absent, ?, Unmarried, White, Female,0.0,0.0,32.0, United-States,0
24.0, Private,86153.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
31.0, Local-gov,83671.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
48.0, Private,177775.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
46.0, Private,173243.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0, Private,116531.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
47.0, Private,191277.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
32.0, Private,125856.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1
59.0, State-gov,303176.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2179.0,40.0, United-States,0
34.0, Local-gov,194325.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,0
46.0, Local-gov,149949.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
21.0, Federal-gov,181096.0, Some-college,10.0, Never-married, Tech-support, Own-child, Black, Male,0.0,0.0,20.0, United-States,0
39.0, Private,108540.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
18.0, ?,42293.0, 10th,6.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States,0
52.0, Private,115851.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
43.0, Private,136721.0, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
17.0, Local-gov,246308.0, 11th,7.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,20.0, Puerto-Rico,0
36.0, Private,166549.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
52.0, Private,195638.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,45.0, United-States,0
19.0, Private,223648.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,4101.0,0.0,48.0, United-States,0
52.0, Private,229983.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103.0,0.0,30.0, United-States,1
18.0, Private,138917.0, 11th,7.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,10.0, United-States,0
24.0, Private,243368.0, Preschool,1.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,36.0, Mexico,0
32.0, Private,261059.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
30.0, Private,432565.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Other-relative, White, Female,0.0,0.0,40.0, Canada,1
31.0, Local-gov,144949.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
51.0, State-gov,94174.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
42.0, Private,173704.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
29.0, Private,299705.0, Some-college,10.0, Never-married, Handlers-cleaners, Unmarried, Black, Male,0.0,0.0,37.0, United-States,0
58.0, Self-emp-not-inc,318106.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
62.0, ?,141218.0, Masters,14.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,30.0, United-States,1
43.0, Private,190044.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
34.0, Private,162442.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,20.0, United-States,1
48.0, Private,115784.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States,0
28.0, Private,90547.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,23.0, United-States,0
53.0, Private,99476.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
46.0, Self-emp-inc,278322.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,0
